Content,Author,Date Created,Last Changed
klavye şovmeni chpli salak elitist tayfanın b.k attığı kadındır... her şeyini geçtim kadının cv'si türkiyede kaç kişiyi s.ker atar acaba?bir şeyi de eleştirmeden bakın bir okuyun... boğaziçi ve princeton üniversiteleri acaba kaçımız bu okulların önünden geçebiliyoruz...komiksiniz...işi bilen birileri gelsin kendi bildiklerini yapsınlar da ülke azıcık düzene girse acaba sana ne zararı var...yok kuru muhalefet...siz 75lik dedenizle demokrasiyi ve gelecek seçimleri nasıl kaybedeceksiniz onu tartışın...,ugaefemerid,06.06.2023 08:39,null
kendisi akrabam olur. bu kıza laf edenler önce kemal dedeyi istifa ettirin bakalım becerebiliyorsanız.sonra buraya gelir gak guk yaparsın.,jamswety,06.06.2023 09:01,null
"mükemmel bir cv. takdir ettim. türkiye cumhuriyet merkez bankası başkanlığı hayırlı olsun şimdiden. erdoğan'ın ne yapıp edip bir şekilde müdahele etmeyeceği bir ekonomik sistem düşünemiyorum. tanımadığımız adam değil nihayetinde. cb'nını bir anda tobb da sıradan bir konuşması esnasında faizi, sürdürülen programı, merkez bankasını falanı fistanı sert bir dille eleştirirken bulabiliriz. olmadı değil bunlar.ancak gaye hanım da kurtarıcı falan değil, işi bilime, kitaba uygun yapacaktır. umarım uzak kaldığı dönemde bu ülkede işlerin ""kitaba uygun değil, kitaba uydurularak"" yapıldığını unutmamış, buna göre tedbirlerini düşünmüştür şimdiden. temennim, başarılı olması, türk lirasının da vatandaşın da biraz nefes alması yönünde . nitekim aynı gemideyiz nihayetinde.",dogkiller,06.06.2023 09:05,15:08
"tcmb dünyadaki hicbir bankaya benzemez, başkanı dahi olsan küçük dilini yuttururlar. göreve gelecek olan yeni başkana bolca sabır ve dirayet sahibi olmasını öneriyorum.",uzay gemisi andromeda,06.06.2023 09:06,null
yalnız nasıl zengin bir ülke .ye ye bitmedi aq.,artakalanzamanda,06.06.2023 09:08,null
"cok merak ediyorum kk secim oncesi merkez bankasina abd den isinin ehlini getirecegim deseydi, bu akp liler ne derdi me manset atarlardi acaba",arguss,06.06.2023 09:17,null
"kemal bey'in istifası n'oldu yahu? hala ses yok demokrasiden?tarih yazacağız, birlikte kazanacağız filan, n'oldu?",burnun kapiya kisilsin,06.06.2023 09:59,null
https://twitter.com/…r47/status/1665721554150346755,basim hafif donuyor gecer insallah,06.06.2023 10:57,null
"milletimizdeki abd'de eğitim fetişi henüz bitmediğinden yine ""wooow inanılmaz bir cv"" filan diye bize sunulan ve türevlerinden hayır görmediğimiz tcmb başkan ""adayı""",pumpkinspicelatte,06.06.2023 10:59,null
dünya gazetesi’nde yazı yazmaya başladığı dönemde ilk yazısı şöyle başlar;“kurucumuz mustafa kemal atatürk’ün başlattığı moden türkiye’nin inşa sürecinde kadına verilen hakların birçok batılı ülkelere ilham kaynağı olduğunu biliyoruz………..”,kuvaterner,06.06.2023 11:33,null
"hiçbir organizasyon yoktur ki, başarısı ya da başarısızlığı tek bir kişiye atfedilebilsinin örneğidir. çünkü bu tarz kurumsal sonuçlar ekip işidir. o nedenle, bu genç kadının tek başına ne banka batırdığına, ne de bir kurumun karını on kat yükselttiğine inanın. hele hele “ mithiş türk kızı” yakıştırması fazla komik. cv'si gayet güzel, kendisinin donanımlı ve zeki olduğuna gösterge. lakin bizim sorunumuz, donanımlı kişilerin bulunamaması değil takdir edersiniz, o kişilere kitabına uygun hareket serbestliği tanınmaması. nas var, cart var, curt varlar hala kulağımızda. yoksa elle tutulur ekonomi tecrübesi ve / veya eğitimi olan birisi bu işi kotaracaktır, ekonomi eşittir matematik en nihayetinde, varoluş problemi değil. ha böyle olsa dahi, mucize beklenemez tabii ki, bu merkez bankasının da elinde değil zaten.",iki isimli bayan,06.06.2023 16:21,05.11.2023 00:14
"ılk olarak basarisiz birisini amerikada o pozisyonlarda uzun sure oturtmazlar, bu bile ne kadar basarili oldugunu gosterir.ama biz millet olarak bunu anlamayiz hala sacma sapan karsilastirmalar yapiyoruz. biris gelmis hakan kara ile kiyasliyor daha iyi diyor. daha iyi diyebilmek icin veri yok elde ama konusuyoruz sadece.ulkece boyle sacma sapan kiyaslama isini birakmadigimiz surece bi cacik olmaz bizden.",profiteterol,06.06.2023 16:27,null
baş ekonomist ile nasıl anlaşacağı muamma olan başarılı hatun kişi.,ort ki olem,06.06.2023 17:09,null
"yeni merkez bankası başkanı.bu kadını first republic bank‘ı batırmakla suçlayıp, baltalamak isteyecekler, görürsünüz. ancak kendisi first republic bankta görevliyken*, faiz işinin patlayacağını söylemiş fakat dönemin ceo’sunu ikna edemediği için istifa etmiştir ve nitekim balon patlayınca da haklı olduğu ispatlanmıştır.bu hanımefendi abd’den buraya geldiyse reis felak nas dinlemeyecek gibi. başka türlü bu kadını niye getirsin ki? kavcıoğlu devam ederdi. hafize hanımın bilmediği şey ise bizde sistem abd’deki gibi değil, reis isterse 15 dakika sonra seni affeder ve kovar.umarım yanılırız da, ekonomiye yeni bir soluk getirir. muhtemelen ülkenin düzelmesi için yazdığı reçete çok ağır olacak ama hayırlısı. ytd tabi, refleks oldu ekonomi başlıklarına bunu yazmasam hep enselenecekmiş gibi hissediyorum.",ativanimi getirin,06.06.2023 22:42,22:52
"merkez bankasında çalışır gereğini yapar, yapamazsa baktı daralıyor istifa eder veya erdoğan kova gider tekrar abd'ye ne kaybedecek?ama kazanacağı şey ülkesinde ve doğduğu topraklarda büyük prestij. dolayısıyla kaybedeceği bir şey yok ama kazanabileceği şey çok. bakarsın ileride siyasete de girer bakan olur, başbakan oluu.. diyeceğim o yok artık, cumhurbaşkanı olması bir hayli zor şu sistemde. neyse velhasıl kaybedeceği şey yok, kazanacağı şey çok. ben de olsam o pozisyonda ben de kabul ederdim.ne diyelim keşke reis ekonomiyle birlikte demokrasiyi de önemsese şu basın özgürlüğü, yargı bağımsızlığı falan filan. hani onlar ekonomiden de önemli ya neyse. demokrasi açılımı yapsa bir tekrardan, meclisin yetkilerini de kendi yetkilerini de seçim sistemi de, basın ve yargı taslağı falan. zaten son dönemi ne güzel olurdu.",magnus fortunatus,07.06.2023 01:35,01:37
umarım devralacagi enkazın ne kadar büyük olduğunu biliyordur,gaddarkerimm,07.06.2023 01:36,null
"alanında eğitimli kişi göreve gelince niye söyleniyor insanlar acaba?arada türkiye ekonomisi tepetaklak olmuş, çok büyük zararlar yazılmış, insanların emeği erirken sadece zenginin kazandığı bir düzen oluştuğu için olabilir mi acaba?adama arabayla çarp, kan kaybetmesini seyret ambulans çağıralım diyenleri sustur, yetmedi üstünde tepin, ondan sonra can vermek üzereyken hastaneye götürüp alkış bekle :) ha bu millet bunu da yer mi? yer.yalnız gerçek dünyaya dönersek ülke ekonomisinde “güven” kelimesinin herhangi bir karşılığı yok artık. o yüzden aklı olan herkes haklı olarak en kötüsünü bekliyor.edit: aşağıda cevap verilmiş. son paragrafı tekrar okumanızı ve ambulans hikayesinin nasıl başladığına dikkat etmenizi öneriyorum. ülkemizin durumunda bilerek isteyerek davet edilmiş bir “kaza” dan bahsediyoruz. o kazanın sorumluları ve çıkar sağlayanları hala karar verici pozisyonundaysa bu “hep birlikte el ele” mesajları inandırıcı geliyor mu sevgili suser? maalesef.",sibertenik,07.06.2023 13:06,14:36
"ekonomi toparlanırsa erdoğan toparlayacaktır. ekonomi sıçıp batırırsa sorumluluk sırtına yıkılacaktır.iyi şeyler erdoğan'a aittir, kötü şeyler dış güçlere, başka şahıslara falan filan.",kolesistokinin,07.06.2023 13:33,null
"kadının güzelim kariyerinin içine edecek bu siyasal islamcı arap özentileri.yapma etme desek de inanmaz.çünkü mis gibi medeni, rasyonel düşünen insanlarla çalıştığı için tuhaf gelecek yeni yaşamı.hadi mehmet şimşek alışık, biliyor bunların ne ayak olduklarını. ama sana yazık olacak. kendisi için geçmiş olsun diyorum şimdiden.",otoban kedisi,07.06.2023 13:35,null
umarım finans alanında bu kadar yetkin birisine hiç yetkinliği ve zekası olmayanlar lüzumsuz yorum yapmıyordur. insanlar zeki ve eğitimli insanları gördükçe ortalamanın çok altında kaldıklarını hatırlayıp sinirleniyorlar ve burada gerizekalı olduklarını beyan etmek için yorum yapıyorlar.,naessea,07.06.2023 13:38,null
"şu an doların yükselme sebebi mehmet şimşek, kendisinin henüz bir hamlesi yok.",umitsizseniz umit sizsiniz,07.06.2023 13:39,null
"yaklaşık 8 sene yönetim kadrosunda bulunduğu ve co-ceo'su olduğu first republic bankasının batışında hiç pay sahibi olmadığı ve ayrıca batışın bir sene önceden belli olmadığı iddia edilen, yeni merkez bankası başkan adayı. yersen. amerikalıların failing upwards tanımına örnektir.",mutlulugun resmini cizen adam,07.06.2023 13:43,13:46
"seni yerler tatlım buralarda, anlamazsın bile.",korpe dimag,07.06.2023 13:43,null
"first republic bank'in durumundan bal gibi sorumludur kanimca cunku bu hanimefendi gelir gelmez uzun vadeli urunler aldirmis portfoye ve banka da bu sebeple batti zaten. cv'si epey sisirilmis durumda, kimse doktora programini 1 senede bititremez gecin o isleri. en siktirboktan doktora programi bile 3 sene suruyor. ikincisi kadin bir makroekonomist degil, finansci bu kadin. merkez bankasi baskanlari ise makro ekonomist olmak zorundadir. her turlu mevcut baskandan daha iyidir tabii ki ancak simsek-hafize ikilisinin cok bir sey yapabilecegini dusunmuyorum. hayirlisi.",alfredpvh,07.06.2023 13:47,null
gülşah güray'ın kayıp kardeşi.,lahmacunsasi,07.06.2023 13:49,null
mb için yanlış tercih.,mavi bilye,07.06.2023 13:56,null
"merkez bankasindaki isleyisi bilmek için bir baskandan ziyade para politikasi uzerine olan iktisat teorisini, sonrasinda kantitatif olarak modelleme yapmayi bilen, uygulanan para politikasinin makroekonomik etkilerini, hanehalki uzerindeki etkilerini rakama doken bir ekip olmasi gerekiyor. fiyat istikrari için sadece bu da yeterli degil, ayni zamanda duzgun bir maliye politikasi da gerekiyor. duzgun bir para politikasi olup, buna uygun olmayacak maliye politikalari uygularsaniz (mesela enflasyonun oldugu bir ortamda genislemeci bir politika) havuzu bir taraftan doldurur, diger taraftan bosaltirsiniz.tcmb geçmisi itibariyle bu isleri kotaran harika bir arastirma ekibine sahip ama siyasi mevzulardan dolayi ne derece kendilerini dinletebilirler tartisilir.hanim kizimiz mutlaka muthis zeki, parlak bir insan ama arkasinda saglam bir ekip olmadan tek basina basarili olmasi mumkun degil.",optimal control,03.06.2023 00:23,null
"turkiyenin ana sorunu sistemik yapinin olmamasi kisilerden bagimsiz yillar suren ve faydali isleyen sistem olmamasi. 2 ihtimal var hafize erkan hanimefendi merkez bankaciligi hususunda liyakatli bir insandir veya veya degildir1.ihtimal: liyakatli biri ise onundeki riskler malum mb asli gorevi olan enflasyonu dusurmek icin gerektiginde aci receteye basvurabilecek mi, siyasi baskilara gerektiginde ulke menfaatleri ve görevi dogrultusunda gogus gerebilecek mi, yoksa diger bogazicililer tansu çiller/erişah aricana ait politikayi devam mi ettirecek,2. ıhtimal liyakatsiz biriyse: yetersiz ekonomi bilgisine sahip oldugunu hic bir sey yapmasak da enflasyonun 1-2 sene icinde dusecegini, faiz dusurerek enflasyonu %5 e dusurecegini soyleyen kose yazarligindan merkez bankasi baskanligina terfi eden birisindense hafize hanimi tercih ederimkendisi hakkinda merak ettigim first republic bank batmasinda ve jp morgan chase e devredilmesinde kendisinin olumsuz bir etkisi olup olmadigidir. saglik bakanligini ozel hastane sahibinin , turizm bakanligini ozel sirket sahibinin, meb i ozel okul sahibinin yonetmesine izin veriyorsak neden merkez bankasini da her ne kadar cokmus,batmis olsada ozel bankada ceoluk yapmis birinin yonetmesine izin vermeyelimkendisi alex de sousa dahi olsa hasan ali kaldirimli guizali takimi kume dusurmekten kurtarabilecek miekibi var mi ve yeterli misans verilse neden verildi demem ama insallah merkez bankaciligi spesifik alanina hakimdirselva demiralp deseniz kendisinin fedde calismisligi var, merkez bankaciligi tecrubesi var bu is icin bicilmis kaftandi keske onu ya da refet hocayi gorebilsek mb baskani olarak ama...yine her konu hakkindaki ustun bilgimle yorum yapmayi ihmal etmedimemeklilik gunleri icin kahvehane ortamlarina isindiriyorum kendimi",ngi,03.06.2023 00:26,00:29
bankacı. en son yönettiği bankanin iflas ettigine satildigina dair bir haber okumustum burada hakkinda hep olumlu seyler yazildigini gorunce acaba o okudugum haber yalan miydi diye suphe ettim.,kralja milutina,03.06.2023 00:49,null
"şu hayatta öğrendiğim tek bir şey varsa o da beyaz yaka kariyerine güvenmemektir. %90 network üzerine kuruludur. bu gözler ne büyük ceolar, yöneticililer, başkanlar, liderler gördü ki gerçek hayatta iki tane tavuğunu emanet etmezsin... umarım ben yanılırım da ülke ekonomisi şahlanır, ilk ben neferi olurum o zamam iktidarın. ama maalesef özellikle bu cv kahramanları hep patlamıştır ucuz balonlar gibi. haydi hafize utandır benim gibi çok bilmişleri. ama öyle bi ortama giriyosun ki sanki ben çok eğlenicem be hafize. bi de sana bişi olmaz ha, batmış ekonomiye tüy diksen, bu güne kadar yaptığın bütün çok çalışkan öğrenci profilin, ortadoğulu ama batılı gibi pr'ının ekmeğini yine yersin, sıyrılırsın bu işlerden. zaten en başında mehmet şimşek de bahsetmiştir sana bu çıkıştan. hayırlı kazançların olsun.",hunkyfunkyjunkie,03.06.2023 01:24,01:29
"bir bankadaki en önemli bölümlerden birisi risk yönetimidir, bu arkadaş da yıllarca first republic bank'ın risk yönetiminden sorumluymuş. bankanın kurucu ve ceo'su 79 yaşındaki jim herbert sağlık sorunlarını neden göstererek işten ayrıldıktan sonra yanında kendinden sonraki ceo olarak yetiştirdiği hafize hanımcım ceo yapılmış, ama nedense o da ceo olmasından 1 ay sonra bankadan ayrılmış ve ayrılırken de 10 milyon usd vermişler kendisine (bu paralar neden verilir bilenler bilmeyenlere anlatsın). banka da bir süre sonra fed'in faiz artırımlarından dolayı risk yönetimi doğru yapılmadığından dolayı battı. meraklısı aşağıdaki linkten hikayenin bir bölümünü okuyabilir. hafize hanımcıma ve bankanın eski ceo'suna o zamanki üst yönetim tarafından ""toksik kişiler"" dendiğinin yazılması da enteresan.https://www.ft.com/…50b-d1f2-4d21-b083-d80d0c957c7cburadan ayrıldıktan 7 ay sonra haziran 2022 sonunda greystone isimli real estate finance şirketinde ceo oluyor, işe girerken bir sürü afilli laflar vs. (https://www.greystone.com/…afize-gaye-erkan-as-ceo/)aaa, bir bakıyoruz daha yeni 4 ay olmuş işe başlayalı buradan da ""finans sektöründe yeni fırsatlar için ayrılmak istiyorum"" demiş ve ""greystone çok süper şirketti ama başka bir market lideri şirkette çalışmayı umuyorum"" diyor (https://www.greystone.com/…stone-leadership-change/)belli ki o fırsat 6 aydır bulunamamış, ta ki mehmet şimşek telefon edip gel sana uygun bir banka ve güzel bir pozisyon buldum diyene kadar.",amsconnex,03.06.2023 01:37,null
taylan yıldız ın üniversiteden sınıf arkadaşı olması muhtemel bir kişi.,docteur renault paris,03.06.2023 01:49,null
"tayyip baba isterse merkez bankası başkanı da olur, kabineye de girer, başdanışman da olur.tayyip baba'dan bahsediyoruz. canı isterse imamoğlu'nu filan da akp'li yapar, babacan'ı cumhurbaşkanı yardımcısı yapıp ekonomiyi sen idare et der. bu adam böyle bir adam.yok sekülermiş, chp'liymiş, dinlemez. hepsi de koşa koşa gelirler, çok açık söylüyorum. erdoğan bugün istesin, yarın acemoğlu bile boş boş videolar çekmeyi bırakır ve memleketine avdet eder.fakat reis istemez, çünkü acemoğlu biraz boş bir char maalesef. bu yüzden bu kadını getirecek belki de. belki de bambaşka biri çıkacak.ama istese, getirir. emin olunuz.",fenahuyluspazo,03.06.2023 02:09,02:10
