Content,Author,Date Created,Last Changed
"""istanbul finans merkezi sayesinde, 15 mayıs sabahı uluslararası fonlar türkiye’ye gelecek. çünkü yatırımcı güven ister, istikrar ister"" demiş.20 yıllık chp iktidarında, güven ve istikrar olmayışından dolayı ülkeden kaçan yatırımcı akp'nin fallik yapılarının büyüsüne kapılıp ülkeye geri dönecekmiş anlamı da çıkar.",jiyuu,20.04.2023 12:50,null
"tarafıma sms atarak kisisel bilgilerimi izinsiz almış kişidir.bir kişinin sahsi telefonuna izin almadan reklam mesajı atmak, adaletin isledigi bir ülkede suçtur murat.bu arada senin afislerdeki fotona bir adet ülkücü bıyığı çizecem.cizince tanışırız.bakanliga gelmistim bir ara.arkadaslar demisti, siz daha rahat görürsünüz diye. niye ki acaba? :)",dieser,22.04.2023 00:42,null
"yazlığımın bahçesinde yeni bir kümes yaptırsam ve bu kardeş gelip inşaat işine talip olsa, sadece cv’sine bakarak işi bu arkadaşa vermem. hayatında işiyle ilgili tek bir konuyu bile doğru dürüst öğrenebilmiş olduğunu düşünmüyorum. akpli haramiler ile işleri koordine etmek ve tepedekine bilgi vermekten başka bir işlevi olduğunu sanmıyorum. liyakatsiz ve boş tipik bir akp büroktratıdır.edit: turskika",mein,22.04.2023 16:29,16:30
oy için sms atmış bakan. zaten ak parti iktidarından bugüne kadar ya para için iban ya da oy için destek istenilen mesaji geldi. başka bir hatırlarını görmedik çok şükür.,emmenez moi,30.04.2023 01:25,null
şu densize bakın hele! sen kimsin la bana benden izinsiz sms atıyorsun?!,debelehebele,30.04.2023 11:14,null
"bu adam kim, neden sürekli bana sms atıyor, neden engelleyemiyorum, kvkk nerede?",anksiyetem bozuk,30.04.2023 11:15,null
telefonuma bu kişiden mesaj geldi bilmem ne televizyonuna çıkacakmış.vergilerimizi keşke böyle harcamasa ve vatandaşın kişisel verilerine izinsiz ulaşıp rızasını almadan kullanmasa.,destroy everything,30.04.2023 11:19,null
"hayatımda hiç akp'ye oy vermediğim halde telefonum en çok akp'lilere pazarlanmış galiba. ben de kendisinden art arda iki mesaj aldım. beni ikna edemezsiniz, zorlamayın lütfen.",pineapple grenade,30.04.2023 11:20,null
"pazar sabahı kim ya bu diye yataktan kaldıran insan. kamboçya ya burası kurum efendi hazretleri. tamam kalktık sıçtık, çayı koyduk heyecanla kanal 7 yi açtık seni bekliyoruz. rahatladın mı?",cmbkts,30.04.2023 11:21,null
madem bu kvkk islenmeyecek neden ben her aradigim yerde bu konusmayi dinlemek zorunda kaliyorum? kanunun bir gecerliligi varsa neden bu adam pazar sabahi bana pespese sms atabiliyor?,hobbit from gotham,30.04.2023 11:22,null
"bağlı olduğu a.k. örgütün çoğu işinde olduğu gibi yasadışı bir şekilde, iznim olmadan beni mesaj göndererek taciz eden bu a.k. partisinin milletvekili adayı.",fearofthedark,30.04.2023 11:32,null
"illegal bahis şirketleri gibi izinsiz mesaj atmaya başlamış, hayırlı olsun. benim böyle bir bilgilendirme talebim olmadı. sms iptal için de bir seçenek yok. nereye şikayet edeceğiz şimdi kendisini?",tut miki yan cek,30.04.2023 11:33,null
atlanmasın. facianın 1 numaralı sorumlularından birisidir. murat kurum'a soruyoruz; 1- prof.dr naci görür sana hatay adıyaman bölgesi fay hattı ile ilgili defalarca proje sunduğunu belirtiyor. sundukları tüm projeleri reddettin mi etmedin mi? 2- hatay belediye başkanı lütfü savaş olası hatay depremi ile ilgili sana sayısız kez yardım ve işbirliği talebinde bulunmuş. bu talepleri dikkate aldın mı almadın mı? 3- çevre ve şehircilik bakanı olarak görev yaptığın süre boyunca depreme dair hangi çalışmayı yaptın? bunca bina deprem yönetmeliğine uygun değilken nasıl o makamda rahat rahat oturursun? bizler günlerdir uyuyamazken sen nasıl gece rahat rahat uyursun.. hiç mi vicdanın sızlamaz? bunu bu ülkeye nasıl yaparsın!!!!,t03,09.02.2023 02:36,null
"imar affı çıkararak usule uygun olmayan binaları mühürleyeceğine resmi olarak kayıt altına almış, bunca insanın da ölümüne sebep olanlardan biri olan çevre ve şehircilik bakanı. aynı zamanda konuşamıyor. aynı zamanda istifa bile edemiyor. hâlâ o koltukta oturması inanılır gibi değil.",yeteneksiz futbolcu,11.02.2023 08:06,null
"türkiye cumhuriyetinde yapılan tüm binaların en temel denetçisi sorumlusu olduğunu düşündüğüm kişidir. her türk vatandaşı gibi anayasaya tabi olan bir insandır. hiçbir şekilde afet için dokunulmazlık söz konusu dahi edilmemeli. şehircilikle, mimariyle ilgili ne kadar kurum varsa denetlenmeli, yargılanmalı, soruşturulmalı. ayrıca (bkz: geciken adalet adalet değildir)çevre ve şehircilik bakanlığı ile yardımcılıklarını yapan kişilere bu listeden ulaşabilirsiniz: https://tr.wikipedia.org/…şikliği_bakanları_listesigörsel: görsel",santimantalist,12.02.2023 00:51,01:16
"olası bir çanakkale depreminde öleceklerin kanı bu adamın ellerinde olacak. https://canakkalegundem.net/…api-ilan-ederiz-90405/ bakın 2019 seçimleri öncesinde ne demiş “ayhan gider başkanımıza 1 nisan itibari ile destek vereceğiz. biz sosyal konutların olduğu alanı riskli yapı ilan edeceğiz ve bölgeyi dönüştüreceğiz” . 4 yıl geçti o zaman akp kazansaydı verilebilecek durumda olan karar halen daha verilmedi.bakın hatay belediye başkanı depremden sadece iki hafta önce ne demiş https://www.gazeteduvar.com.tr/…yiyor-haber-1602307 . bakanlık yıllardır onları da bekletiyor. o bölgede yıkılan evlerin, kaybedilen canların sorumluluğu kimde?tüm bunlar suçtur, normal bir ülkede savcıların harekete geçmesi ve bu adamı ters kelepçe hapse götürmesi gerekir.",meryrock,15.02.2023 09:23,null
"""sen şehircilik bakanı değil misin, 11 şehir yıkıldı, istifa etsene utanman yok mu senin"" dedirten şey.",mustafafuatparlak,18.02.2023 10:42,null
"(bkz: columbia) markasını tercih eden çevre, şehircilik ve iklim değişikliği bakanı.",desire endless,18.02.2023 15:46,null
"bu adam yerinde ortalama ahlaka sahip herhangi bir insan olsa, ilk bulduğu köprüden atmıştı kendini, bunca vebali ben nasıl taşırım diye. samimiyetle inanıyorum buna.",dorado,19.02.2023 00:51,null
(bkz: #135430833)sözünü haklı çıkaran siyasetci,hic bir insan,19.02.2023 02:49,null
kendisi gitmiş hazır beton ve agrega üreticileri işe deprem sonrasını konuşmak için bir araya gelmiş.işte böyle yönetiliyor arkadaşlar. ilk biraraya gelmesi gereken onlardı ve depremin yaralarını saracak ve şehirleri betondan kurtaracak olan onlardı.tanım: betonun çok sevdiğini düşündüğüm bir bakan!,geyikli baba,23.02.2023 11:56,null
"bakan olmuş ama türkçe yazmayı bilmiyor. bügünkü açıklamasından master plan üzerinde çalıştıklarını söyledi. master ? bir açıklamasında da fuat oktay binaları check ediyoruz demişti. kendinize gelin türkiye cumhuriyetinin resmî dili türkçe dir, siz devlet görevlisisiniz ona göre konuşun.",mevlanasengelmesendeolurdedi,26.02.2023 00:54,null
kazım karabekir'in torunundan hak ettiğini alan bakan olarak hatırlayacağım kendisini. gösterdiği cesaret ve mertlikle dedesine yakışan bir torun olduğunu göstermiştir sn. ferhan ayasbeyoğlu.,ben sana daha ne diyeyim,20.09.2020 00:41,null
"yaptigi her hareketle ""bir cevre sehircilik bakani neden insaat muhendisi olmamalidir?"" sorusuna cevap veren bakandir.umarim isledigin her kent ve doga sucunun hesabini bir sekilde bir yerde hesabini verirsin.",tamam miyiz,26.10.2020 00:28,null
az önce binali yıldırım'a sayın başbakan'ım demiştir.,klavyeninsarjoru,30.10.2020 21:02,null
milletvekili binali yıldırımın yardımcısı gibi görünen bakan.,kifayetiz adam,30.10.2020 21:05,null
30 ekim izmir depremi ardından yapılan basın toplantısında sahada kızılay ile birlikte beşir derneği ve ihh'nın da olduğu ve çorba dağıttığı!!?? bilgisini vermiş bakkanımız.ne hallere düştük biz böyle,bumuo,30.10.2020 21:29,31.10.2020 01:00
an itibariyle açıklama yapan bakan.afad ve kızılaya çalışmalarından dolayı 100 kez teşekkür etti. ağzından 1 defa bile akut kelimesi çıkmadı.bu nasıl bir kindir anlamıyorum.arama kurtarma çalışmalarında organizasyon ve örgütlenmeyi ilk kez gösteren akut gibi bir kuruluşunun ismini bile ağızlarına almıyorlar. hala çıkmış cumhurbaşkanımızın öncülüğünde diyor.,evinin kadini cocuklarinin annesi,31.10.2020 10:45,null
şu anda canlı yayında boş boş konuşmaktadır.depremin yaşandığı bölgede ikamet ediyorum. yapılan çalışmaları en yakından görüyorum. çıkmış televizyona 'alınabilecek tüm önlemler yüzde yüz oranında alındı' diyor.alınan önlem falan yok. elini koluna sallayarak istediğin yere girip çıkabiliyorsun. enkazın dibine kadar yaklaşıp çalışmaları izleyebiliyorsun. yıkılan binaların etrafındaki binalarda riskli durumdalar. çok rahatlıkla bu alanlara ulaşılabiliyor. devlet erkanı çekmiş arabayı enkaz alanının dibine şov yapma peşindeler. arka sokaklarda millet arabalarında yatıyor. sen ve diğer bakanlar işini düzgün yapsaydı bu manzaralar yaşanmazdı zaten.,lardayuzenalsancak,31.10.2020 10:51,null
"muhabir ;yıkılan apartmanlar riskli grupta değil mi, niye önlem alınmadı minvalinde bir soru sordu.çevre ve şehircilik bakanının cevabı ise ; bize böyle bir başvuru ulaşmadı. neyin başvurusu, kim yapacak başvuruyu?adı üstünde, çevre ve şehircilik adında bir bakanlık var. sen denetim yapacaksın, karar verip uygulayacaksın. kısacası sen ve ekibin işini yapacak. kimden başvuru veya medet bekliyorsun anlamak zor...",lardayuzenalsancak,01.11.2020 19:06,19:36
(bkz: türkiye'ye sesleniyorum riskli binalarda oturmayın),jotaro,04.11.2020 18:33,null
"deprem öncesinde gerekli tedbirleri almadığına emin olduğum kurumun bakanı. sonrasında da yapacakları kimsenin yaralarını sarmayacaktır. kaç gündür dinliyorum hiçbir yapıcı çözümü yok. sürekli bir şeylerin yapılacağını söyleyip duruyor ama inandırıcılığı var mı derseniz, yok.ayrıca kendisinin kazım karabekir'i anma programında, kazım karabekir'in torununun ricasını reddedip salondan çıkmasını adeta istediği anlarla da hatırlıyoruz: https://www.youtube.com/watch?v=t8sc5numzqo2 dakikalık bir video bile çok şey özetliyor. salda gölü, milli park ve bahçelerin korunamaması gibi tepki çeken projelere değinmeyeceğim bile. onca şey yaşandıktan sonra da tv'de ancak açıklamalarını dinleyebiliyoruz, yazık.",mrteksen,04.11.2020 18:39,null
bu şerefsiz nasıl bana sürekli sms atıyor. akp ye etmediğim küfür kalmadı şerefsiz murat kurum,yunanmitolojisi,01.05.2023 19:05,null
"bu devlet yetkililerinin hepsinden mesaj almaya mahkum muyuz yahu istemiyorum mesaj almak, bu ne böyle?",karasulardanbiri,01.05.2023 19:25,null
"sms spamcisi, seçmene saygısız milletvekili adayı. keşke ülkede adalet olsaydı da kvkk ihlali davası açsaydık.",ben seven biriyim,01.05.2023 19:36,null
"nebati ile birlikte karikatürden fırlamış gibi duran, bakanlık makamında yer alan zat.",unchallenged,01.05.2023 19:41,null
karım bunun kadar mesaj atmıyor ya. bıktım bu herifin mesajlarından. engelliyorum olmuyor. nasıl kurtulurum bu beladan ya?,pinti pilotumsu,01.05.2023 19:43,19:44
"murat kurum, bana mesaj atma seni tanımam etmem, banane hangi tv kanalında, saat kaçta çıkacağından. bir de ""hemşehrim"" falan diye başlıyor mesajın. bu köylü ağzın bana uymaz. hemşehri falan değiliz. ayrıca hemşehri olsak da umrumda olmaz. hemşehrici biri olmam.",aksafrika,01.05.2023 19:45,12.05.2023 10:48
atma sms atmaa diye söylendiğim şahıs,outofdirection,01.05.2023 19:49,null
deprem sel gibi felaketleri ellerine yüzlerine bulaştırdılar şimdi birde gelip milletin evine ortak mı oldunuz kiracılara akıl veren tip.,logic x,01.05.2023 20:01,05.05.2023 00:15
"az once bana bi sms atti, sagolsun nerede olacagini iletti.bende cikista biseyler icer miyiz dedim bakalim ne diyecek?",erdyizm,01.05.2023 20:03,null
"bana da sms atan bakan bey - vekil adayı.sms i görünce hemen ah bardili olmaya karar vereceğimi mi sanıyorlar, nedir?engelledim...",canabag,01.05.2023 20:12,null
"hocam kimsin nesin bilmiyorum ama sms atmanı istemiyorum, çünkü bundan rahatsız oluyorum ve rahatsız edilmek istemiyorum",maradonanin damadi,01.05.2023 20:39,null
20 yılda rehin aldıkları türkiye cumhuriyetinin parçalarından yarattıkları dingonun ahırı yeni türkiye kanunsuzluğu ile hala iznim olmadan bana mesaj atan ve yine kanuna göre üyelikten ayrılma olanağı bulundurması gereken taciz mesajında böyle bir kurtuluş da sunmayan a.k. milletvekili adayı,fearofthedark,01.05.2023 20:46,null
"siyasal islam. kişisel telefonum aracılığı ile lütfen benim rızam dışında bana ulaşma, bunun adı rahatsız etmektir. hak, hukuk vb. girmiyorum bile.",rohe ve oyunbaz,01.05.2023 20:49,20:50
"istanbul 1. bölge 1. sıra mv adayı. yani tayyip bey'in yerinden. mesaj alınmıştır. 1 yıla kalmadan istanbulumuzu beceriksizlikten, şovmenlikten, şişirilmiş zorlama kahramanlardan kurtaracak icraat adamı. anap'lı drebizonlu zübükzade zabıta irfanların korkulu rüyası. geliyor gelmekte olan.",dans ve israr,01.05.2023 20:55,null
iki gündür saat ve kanal ismi yazıp mesaj atan kişidir. sen her gittiğin yeri bana haber verecek misin böyle,turkce ogreten,01.05.2023 21:45,21:53
"“buna göre, 100 metrekare 2+1 dairenin 750 bin lirası devletten olmak üzere kalan tutara yüzde 10 peşinat, 5 bin 625 liradan başlayan taksitlerle 10 yıl vade ile ödeme imkanı getirilecek.120 metrekare 3+1 dairenin de 900 bin lirası devletten olmak üzere, kalan tutar yüzde 10 peşinat, 6 bin 750 liradan başlayan taksitle 10 yıl vade ile ödenebilecek.”“yarısı sizden yarısı bizden” kampanyasının işleyişini tv kanallarında anlatan ve bunu sms yolu ile duyuran bakan. allahtan yarısı sizden sn. bakanım. bu arada siz dediğiniz yine biz değil miyiz aslında? * görsel",panoramaharem,01.05.2023 23:33,null
kişisel numarama çıkacağı programın vaktini bildiren 2 adet mesaj atan ç. ş. bakanı. hiç bir reklam şirketine reklam mesajları için e-devlet üzerinden onay vermiş değilim. sayın bakan siyasi propagandasının reklamını yapmak için kişisel numarama neye dayanarak mesaj atmaktadır? eğer bu mesaj bakanlık müessesi üzerinden atılıyorsa devletin araçlarını siyasi propaganda sürecinde kullanılması ne etiktir ne yasaldır.,tovenlud,02.05.2023 02:11,null
"son iki gündür şahsıma da spam sms atmaktadır. bilmem hangi yandaş kanalda gündeme ilişkin soruları yanıtlayacakmış vb. banane arkadaşım?burayı okuyan aktroller, gidin amirlerinize durumu bildirin, onlar da bunun ekibindekileri uyarıp spam'ı kestirsinler.",papazi dovdurmeyecektik,02.05.2023 03:13,null
2000’li yıllardaki telefon sapıkları gibi sürekli sms atan belediye başkanı adayı.,unblock,02.05.2023 03:19,null
"numaramı nereden bulduğunu merak ettiğim şahıs. kendisine numaramı vermediğimden eminim. esas soru numaramı kimden aldığı. peki bu yasal mı? kvkk nedir, ne değildir?",einemeinekeine,02.05.2023 09:05,null
2024 yerel seçimlerinde ibb'ye başkan adayı olacak kişiat fav'a bekle…,orta parmakla gosterilen adam,03.05.2023 00:24,null
seçim yaklaşırken arabanın içinde et dürüm-ayran yemesiyle samimi bir bakan imajı verdiğini düşünen kişi.,bus guitarist,04.05.2023 01:05,null
hık demiş zıpçıktı cafer'in burnundan düşmüş.görselgörsel,avedis,04.05.2023 17:13,null
"seçim çadırlarını yanına barkovizyonlu bakanlık tırını çeken akp milletvekili adayı akp bakanı.https://twitter.com/…?t=qhw1ekrm6owpyjprtdepla&s=19değerli genç arkadaşım, bu benim seçim çalışmam değil. bakanlığımızın kentsel dönüşümle ilgili bilgilendirme tırı.gidip sen de bilgi alabilir, kentsel dönüşüme her yerde karşı çıkan siyasi büyüklerinin aksine sürece katkı sağlayabilirsin.-------bi de çocuk kandırır gibi bu tweeti atmış. sanki kendisi akp'nin 1. bölge 1. sıradan akp milletvekili adayı değilmişte bu kentsel dönüşüm şeyimiş...yahu kendi sitesinde bile kentsel dönüşüm sloganlı mv adayı kampanyası var?https://muratkurum.com/…erkesin_istanbulu_mobil.jpgvalla bravo bakanlık tırı seçim meydanlarında...",nyx ulric,05.05.2023 07:38,null
vergilerimizle alınan resmi tırla propaganda yapan akebe biyiklisi...,sagliginiz icin,05.05.2023 19:43,null
hurriyet.com.tr'de hakkında hergün en az 2 tane haber yayımlanan kişi.,bir adet eksi sozluk yazari,07.05.2023 15:17,null
